Time,TOD,Total (W),Phase_A (W),Phase_B (W),Phase_C (W),Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Holiday
2024-02-14 10:00:00,10:00:00,1106.0,202.0,489.0,415.0,False,False,False,False,False,False,True,True
2024-02-14 11:00:00,11:00:00,1035.0,193.0,427.0,415.0,False,False,False,False,False,False,True,True
2024-02-14 12:00:00,12:00:00,1232.0,324.0,492.0,416.0,False,False,False,False,False,False,True,True
2024-02-14 13:00:00,13:00:00,913.0,102.0,395.0,416.0,False,False,False,False,False,False,True,True
2024-02-14 14:00:00,14:00:00,1347.0,142.0,788.0,417.0,False,False,False,False,False,False,True,True
2024-02-14 15:00:00,15:00:00,1185.0,375.0,394.0,416.0,False,False,False,False,False,False,True,True
2024-02-14 16:00:00,16:00:00,1136.0,239.0,481.0,416.0,False,False,False,False,False,False,True,True
2024-02-14 17:00:00,17:00:00,879.0,212.0,419.0,248.0,False,False,False,False,False,False,True,True
2024-02-14 18:00:00,18:00:00,1027.0,224.0,512.0,291.0,False,False,False,False,False,False,True,True
2024-02-14 19:00:00,19:00:00,881.0,179.0,404.0,298.0,False,False,False,False,False,False,True,True
2024-02-14 20:00:00,20:00:00,1091.0,222.0,573.0,296.0,False,False,False,False,False,False,True,True
2024-02-14 21:00:00,21:00:00,997.0,208.0,490.0,299.0,False,False,False,False,False,False,True,True
2024-02-14 22:00:00,22:00:00,1179.0,366.0,514.0,299.0,False,False,False,False,False,False,True,True
2024-02-14 23:00:00,23:00:00,1061.0,342.0,418.0,301.0,False,False,False,False,False,False,True,True
2024-02-15 00:00:00,00:00:00,953.0,229.0,422.0,302.0,False,False,False,False,True,False,False,False
2024-02-15 01:00:00,01:00:00,1039.0,321.0,418.0,300.0,False,False,False,False,True,False,False,False
2024-02-15 02:00:00,02:00:00,944.0,221.0,422.0,301.0,False,False,False,False,True,False,False,False
2024-02-15 03:00:00,03:00:00,1149.0,215.0,633.0,301.0,False,False,False,False,True,False,False,False
2024-02-15 04:00:00,04:00:00,949.0,227.0,421.0,301.0,False,False,False,False,True,False,False,False
2024-02-15 05:00:00,05:00:00,832.0,111.0,419.0,302.0,False,False,False,False,True,False,False,False
2024-02-15 06:00:00,06:00:00,1011.0,152.0,556.0,303.0,False,False,False,False,True,False,False,False
2024-02-15 07:00:00,07:00:00,814.0,136.0,415.0,263.0,False,False,False,False,True,False,False,False
2024-02-15 08:00:00,08:00:00,1033.0,107.0,686.0,240.0,False,False,False,False,True,False,False,False
2024-02-15 09:00:00,09:00:00,993.0,237.0,515.0,241.0,False,False,False,False,True,False,False,False
2024-02-15 10:00:00,10:00:00,1021.0,120.0,554.0,347.0,False,False,False,False,True,False,False,False
2024-02-15 11:00:00,11:00:00,886.0,100.0,439.0,347.0,False,False,False,False,True,False,False,False
2024-02-15 12:00:00,12:00:00,997.0,207.0,442.0,348.0,False,False,False,False,True,False,False,False
2024-02-15 13:00:00,13:00:00,2107.0,271.0,1487.0,349.0,False,False,False,False,True,False,False,False
2024-02-15 14:00:00,14:00:00,1386.0,202.0,836.0,348.0,False,False,False,False,True,False,False,False
2024-02-15 15:00:00,15:00:00,1181.0,406.0,427.0,348.0,False,False,False,False,True,False,False,False
2024-02-15 16:00:00,16:00:00,1067.0,311.0,408.0,348.0,False,False,False,False,True,False,False,False
2024-02-15 17:00:00,17:00:00,1001.0,134.0,518.0,349.0,False,False,False,False,True,False,False,False
2024-02-15 18:00:00,18:00:00,988.0,202.0,409.0,377.0,False,False,False,False,True,False,False,False
2024-02-15 19:00:00,19:00:00,937.0,134.0,407.0,396.0,False,False,False,False,True,False,False,False
2024-02-15 20:00:00,20:00:00,1128.0,300.0,433.0,395.0,False,False,False,False,True,False,False,False
2024-02-15 21:00:00,21:00:00,968.0,137.0,436.0,395.0,False,False,False,False,True,False,False,False
2024-02-15 22:00:00,22:00:00,1008.0,107.0,504.0,397.0,False,False,False,False,True,False,False,False
2024-02-15 23:00:00,23:00:00,932.0,111.0,422.0,399.0,False,False,False,False,True,False,False,False
2024-02-16 00:00:00,00:00:00,936.0,114.0,425.0,397.0,True,False,False,False,False,False,False,False
2024-02-16 01:00:00,01:00:00,943.0,115.0,432.0,396.0,True,False,False,False,False,False,False,False
2024-02-16 02:00:00,02:00:00,1137.0,318.0,423.0,396.0,True,False,False,False,False,False,False,False
2024-02-16 03:00:00,03:00:00,1018.0,113.0,508.0,397.0,True,False,False,False,False,False,False,False
2024-02-16 04:00:00,04:00:00,1109.0,240.0,472.0,397.0,True,False,False,False,False,False,False,False
2024-02-16 05:00:00,05:00:00,1060.0,259.0,405.0,396.0,True,False,False,False,False,False,False,False
2024-02-16 06:00:00,06:00:00,1242.0,251.0,596.0,395.0,True,False,False,False,False,False,False,False
2024-02-16 07:00:00,07:00:00,1106.0,317.0,433.0,356.0,True,False,False,False,False,False,False,False
2024-02-16 08:00:00,08:00:00,1108.0,328.0,432.0,348.0,True,False,False,False,False,False,False,False
2024-02-16 09:00:00,09:00:00,1033.0,205.0,480.0,348.0,True,False,False,False,False,False,False,False
2024-02-16 10:00:00,10:00:00,658.0,137.0,421.0,100.0,True,False,False,False,False,False,False,False
2024-02-16 11:00:00,11:00:00,1612.0,241.0,1270.0,101.0,True,False,False,False,False,False,False,False
2024-02-16 12:00:00,12:00:00,1716.0,135.0,1478.0,103.0,True,False,False,False,False,False,False,False
2024-02-16 13:00:00,13:00:00,462.0,119.0,239.0,104.0,True,False,False,False,False,False,False,False
2024-02-16 14:00:00,14:00:00,653.0,252.0,298.0,103.0,True,False,False,False,False,False,False,False
2024-02-16 15:00:00,15:00:00,644.0,107.0,434.0,103.0,True,False,False,False,False,False,False,False
2024-02-16 16:00:00,16:00:00,422.0,102.0,217.0,103.0,True,False,False,False,False,False,False,False
2024-02-16 17:00:00,17:00:00,524.0,218.0,197.0,109.0,True,False,False,False,False,False,False,False
2024-02-16 18:00:00,18:00:00,687.0,211.0,318.0,158.0,True,False,False,False,False,False,False,False
2024-02-16 19:00:00,19:00:00,573.0,200.0,202.0,171.0,True,False,False,False,False,False,False,False
2024-02-16 20:00:00,20:00:00,902.0,425.0,302.0,175.0,True,False,False,False,False,False,False,False
2024-02-16 21:00:00,21:00:00,763.0,140.0,448.0,175.0,True,False,False,False,False,False,False,False
2024-02-16 22:00:00,22:00:00,487.0,206.0,107.0,174.0,True,False,False,False,False,False,False,False
2024-02-16 23:00:00,23:00:00,612.0,135.0,302.0,175.0,True,False,False,False,False,False,False,False
2024-02-17 00:00:00,00:00:00,589.0,120.0,294.0,175.0,False,False,True,False,False,False,False,True
2024-02-17 01:00:00,01:00:00,528.0,149.0,204.0,175.0,False,False,True,False,False,False,False,True
2024-02-17 02:00:00,02:00:00,796.0,233.0,387.0,176.0,False,False,True,False,False,False,False,True
2024-02-17 03:00:00,03:00:00,700.0,226.0,299.0,175.0,False,False,True,False,False,False,False,True
2024-02-17 04:00:00,04:00:00,489.0,111.0,203.0,175.0,False,False,True,False,False,False,False,True
2024-02-17 05:00:00,05:00:00,1063.0,346.0,543.0,174.0,False,False,True,False,False,False,False,True
2024-02-17 06:00:00,06:00:00,871.0,365.0,332.0,174.0,False,False,True,False,False,False,False,True
2024-02-17 07:00:00,07:00:00,905.0,580.0,196.0,129.0,False,False,True,False,False,False,False,True
2024-02-17 08:00:00,08:00:00,554.0,200.0,248.0,106.0,False,False,True,False,False,False,False,True
2024-02-17 09:00:00,09:00:00,686.0,346.0,239.0,101.0,False,False,True,False,False,False,False,True
2024-02-17 10:00:00,10:00:00,378.0,101.0,174.0,103.0,False,False,True,False,False,False,False,True
2024-02-17 11:00:00,11:00:00,681.0,287.0,291.0,103.0,False,False,True,False,False,False,False,True
2024-02-17 12:00:00,12:00:00,412.0,110.0,198.0,104.0,False,False,True,False,False,False,False,True
2024-02-17 13:00:00,13:00:00,545.0,262.0,179.0,104.0,False,False,True,False,False,False,False,True
2024-02-17 14:00:00,14:00:00,316.0,108.0,105.0,103.0,False,False,True,False,False,False,False,True
2024-02-17 15:00:00,15:00:00,748.0,156.0,487.0,105.0,False,False,True,False,False,False,False,True
2024-02-17 16:00:00,16:00:00,700.0,291.0,305.0,104.0,False,False,True,False,False,False,False,True
2024-02-17 17:00:00,17:00:00,482.0,136.0,237.0,109.0,False,False,True,False,False,False,False,True
2024-02-17 18:00:00,18:00:00,851.0,437.0,256.0,158.0,False,False,True,False,False,False,False,True
2024-02-17 19:00:00,19:00:00,893.0,436.0,285.0,172.0,False,False,True,False,False,False,False,True
2024-02-17 20:00:00,20:00:00,871.0,302.0,395.0,174.0,False,False,True,False,False,False,False,True
2024-02-17 21:00:00,21:00:00,1027.0,499.0,355.0,173.0,False,False,True,False,False,False,False,True
2024-02-17 22:00:00,22:00:00,566.0,108.0,283.0,175.0,False,False,True,False,False,False,False,True
2024-02-17 23:00:00,23:00:00,847.0,244.0,427.0,176.0,False,False,True,False,False,False,False,True
2024-02-18 00:00:00,00:00:00,747.0,340.0,232.0,175.0,False,False,False,True,False,False,False,False
2024-02-18 01:00:00,01:00:00,706.0,217.0,314.0,175.0,False,False,False,True,False,False,False,False
2024-02-18 02:00:00,02:00:00,608.0,231.0,201.0,176.0,False,False,False,True,False,False,False,False
2024-02-18 03:00:00,03:00:00,551.0,189.0,185.0,177.0,False,False,False,True,False,False,False,False
2024-02-18 04:00:00,04:00:00,588.0,114.0,298.0,176.0,False,False,False,True,False,False,False,False
2024-02-18 05:00:00,05:00:00,632.0,274.0,182.0,176.0,False,False,False,True,False,False,False,False
2024-02-18 06:00:00,06:00:00,688.0,253.0,262.0,173.0,False,False,False,True,False,False,False,False
2024-02-18 07:00:00,07:00:00,522.0,210.0,182.0,130.0,False,False,False,True,False,False,False,False
2024-02-18 08:00:00,08:00:00,435.0,103.0,224.0,108.0,False,False,False,True,False,False,False,False
2024-02-18 09:00:00,09:00:00,1617.0,1161.0,352.0,104.0,False,False,False,True,False,False,False,False
2024-02-18 10:00:00,10:00:00,530.0,237.0,191.0,102.0,False,False,False,True,False,False,False,False
2024-02-18 11:00:00,11:00:00,823.0,519.0,201.0,103.0,False,False,False,True,False,False,False,False
2024-02-18 12:00:00,12:00:00,817.0,441.0,274.0,102.0,False,False,False,True,False,False,False,False
2024-02-18 13:00:00,13:00:00,496.0,194.0,201.0,101.0,False,False,False,True,False,False,False,False
2024-02-18 14:00:00,14:00:00,521.0,108.0,312.0,101.0,False,False,False,True,False,False,False,False
2024-02-18 15:00:00,15:00:00,783.0,139.0,542.0,102.0,False,False,False,True,False,False,False,False
2024-02-18 16:00:00,16:00:00,463.0,104.0,256.0,103.0,False,False,False,True,False,False,False,False
2024-02-18 17:00:00,17:00:00,647.0,215.0,317.0,115.0,False,False,False,True,False,False,False,False
2024-02-18 18:00:00,18:00:00,979.0,492.0,316.0,171.0,False,False,False,True,False,False,False,False
2024-02-18 19:00:00,19:00:00,573.0,101.0,291.0,181.0,False,False,False,True,False,False,False,False
2024-02-18 20:00:00,20:00:00,884.0,345.0,357.0,182.0,False,False,False,True,False,False,False,False
2024-02-18 21:00:00,21:00:00,825.0,215.0,426.0,184.0,False,False,False,True,False,False,False,False
2024-02-18 22:00:00,22:00:00,902.0,328.0,391.0,183.0,False,False,False,True,False,False,False,False
2024-02-18 23:00:00,23:00:00,855.0,344.0,328.0,183.0,False,False,False,True,False,False,False,False
2024-02-19 00:00:00,00:00:00,558.0,146.0,228.0,184.0,False,True,False,False,False,False,False,True
2024-02-19 01:00:00,01:00:00,909.0,222.0,503.0,184.0,False,True,False,False,False,False,False,True
2024-02-19 02:00:00,02:00:00,626.0,229.0,212.0,185.0,False,True,False,False,False,False,False,True
2024-02-19 03:00:00,03:00:00,647.0,225.0,238.0,184.0,False,True,False,False,False,False,False,True
2024-02-19 04:00:00,04:00:00,738.0,342.0,211.0,185.0,False,True,False,False,False,False,False,True
2024-02-19 05:00:00,05:00:00,1005.0,335.0,487.0,183.0,False,True,False,False,False,False,False,True
2024-02-19 06:00:00,06:00:00,685.0,140.0,363.0,182.0,False,True,False,False,False,False,False,True
2024-02-19 07:00:00,07:00:00,551.0,207.0,206.0,138.0,False,True,False,False,False,False,False,True
2024-02-19 08:00:00,08:00:00,555.0,99.0,344.0,112.0,False,True,False,False,False,False,False,True
2024-02-19 09:00:00,09:00:00,783.0,385.0,294.0,104.0,False,True,False,False,False,False,False,True
2024-02-19 10:00:00,10:00:00,611.0,201.0,307.0,103.0,False,True,False,False,False,False,False,True
2024-02-19 11:00:00,11:00:00,2865.0,1773.0,754.0,336.0,False,True,False,False,False,False,False,True
2024-02-19 12:00:00,12:00:00,2278.0,1303.0,731.0,243.0,False,True,False,False,False,False,False,True
2024-02-19 13:00:00,13:00:00,2258.0,1285.0,633.0,339.0,False,True,False,False,False,False,False,True
2024-02-19 14:00:00,14:00:00,1852.0,1053.0,513.0,285.0,False,True,False,False,False,False,False,True
2024-02-19 15:00:00,15:00:00,1786.0,1044.0,503.0,239.0,False,True,False,False,False,False,False,True
2024-02-19 16:00:00,16:00:00,1187.0,431.0,639.0,117.0,False,True,False,False,False,False,False,True
2024-02-19 17:00:00,17:00:00,790.0,346.0,327.0,117.0,False,True,False,False,False,False,False,True
2024-02-19 18:00:00,18:00:00,579.0,103.0,315.0,161.0,False,True,False,False,False,False,False,True
2024-02-19 19:00:00,19:00:00,745.0,235.0,328.0,182.0,False,True,False,False,False,False,False,True
2024-02-19 20:00:00,20:00:00,496.0,104.0,209.0,183.0,False,True,False,False,False,False,False,True
2024-02-19 21:00:00,21:00:00,603.0,103.0,316.0,184.0,False,True,False,False,False,False,False,True
2024-02-19 22:00:00,22:00:00,577.0,195.0,198.0,184.0,False,True,False,False,False,False,False,True
2024-02-19 23:00:00,23:00:00,607.0,225.0,198.0,184.0,False,True,False,False,False,False,False,True
2024-02-20 00:00:00,00:00:00,740.0,358.0,199.0,183.0,False,False,False,False,False,True,False,False
2024-02-20 01:00:00,01:00:00,615.0,233.0,198.0,184.0,False,False,False,False,False,True,False,False
2024-02-20 02:00:00,02:00:00,834.0,451.0,199.0,184.0,False,False,False,False,False,True,False,False
2024-02-20 03:00:00,03:00:00,829.0,231.0,414.0,184.0,False,False,False,False,False,True,False,False
2024-02-20 04:00:00,04:00:00,711.0,216.0,311.0,184.0,False,False,False,False,False,True,False,False
2024-02-20 05:00:00,05:00:00,615.0,247.0,185.0,183.0,False,False,False,False,False,True,False,False
2024-02-20 06:00:00,06:00:00,586.0,209.0,195.0,182.0,False,False,False,False,False,True,False,False
2024-02-20 07:00:00,07:00:00,464.0,166.0,171.0,127.0,False,False,False,False,False,True,False,False
2024-02-20 08:00:00,08:00:00,582.0,209.0,269.0,104.0,False,False,False,False,False,True,False,False
2024-02-20 09:00:00,09:00:00,507.0,134.0,271.0,102.0,False,False,False,False,False,True,False,False
2024-02-20 10:00:00,10:00:00,676.0,194.0,380.0,102.0,False,False,False,False,False,True,False,False
2024-02-20 11:00:00,11:00:00,831.0,352.0,379.0,100.0,False,False,False,False,False,True,False,False
2024-02-20 12:00:00,12:00:00,1091.0,314.0,676.0,101.0,False,False,False,False,False,True,False,False
2024-02-20 13:00:00,13:00:00,676.0,310.0,262.0,104.0,False,False,False,False,False,True,False,False
2024-02-20 14:00:00,14:00:00,786.0,459.0,224.0,103.0,False,False,False,False,False,True,False,False
2024-02-20 15:00:00,15:00:00,902.0,467.0,332.0,103.0,False,False,False,False,False,True,False,False
2024-02-20 16:00:00,16:00:00,532.0,221.0,208.0,103.0,False,False,False,False,False,True,False,False
2024-02-20 17:00:00,17:00:00,505.0,222.0,175.0,108.0,False,False,False,False,False,True,False,False
2024-02-20 18:00:00,18:00:00,446.0,118.0,173.0,155.0,False,False,False,False,False,True,False,False
2024-02-20 19:00:00,19:00:00,462.0,113.0,171.0,178.0,False,False,False,False,False,True,False,False
2024-02-20 20:00:00,20:00:00,533.0,261.0,94.0,178.0,False,False,False,False,False,True,False,False
2024-02-20 21:00:00,21:00:00,484.0,119.0,186.0,179.0,False,False,False,False,False,True,False,False
2024-02-20 22:00:00,22:00:00,737.0,277.0,281.0,179.0,False,False,False,False,False,True,False,False
2024-02-20 23:00:00,23:00:00,628.0,265.0,184.0,179.0,False,False,False,False,False,True,False,False
2024-02-21 00:00:00,00:00:00,604.0,238.0,186.0,180.0,False,False,False,False,False,False,True,False
2024-02-21 01:00:00,01:00:00,517.0,127.0,210.0,180.0,False,False,False,False,False,False,True,False
2024-02-21 02:00:00,02:00:00,1055.0,626.0,251.0,178.0,False,False,False,False,False,False,True,False
2024-02-21 03:00:00,03:00:00,591.0,128.0,283.0,180.0,False,False,False,False,False,False,True,False
2024-02-21 04:00:00,04:00:00,674.0,281.0,213.0,180.0,False,False,False,False,False,False,True,False
2024-02-21 05:00:00,05:00:00,807.0,420.0,208.0,179.0,False,False,False,False,False,False,True,False
2024-02-21 06:00:00,06:00:00,607.0,232.0,197.0,178.0,False,False,False,False,False,False,True,False
2024-02-21 07:00:00,07:00:00,553.0,198.0,220.0,135.0,False,False,False,False,False,False,True,False
2024-02-21 08:00:00,08:00:00,835.0,286.0,431.0,118.0,False,False,False,False,False,False,True,False
2024-02-21 09:00:00,09:00:00,503.0,153.0,242.0,108.0,False,False,False,False,False,False,True,False
2024-02-21 10:00:00,10:00:00,599.0,185.0,315.0,99.0,False,False,False,False,False,False,True,False
2024-02-21 11:00:00,11:00:00,1159.0,269.0,789.0,101.0,False,False,False,False,False,False,True,False
2024-02-21 12:00:00,12:00:00,446.0,122.0,223.0,101.0,False,False,False,False,False,False,True,False
2024-02-21 13:00:00,13:00:00,761.0,218.0,442.0,101.0,False,False,False,False,False,False,True,False
2024-02-21 14:00:00,14:00:00,1228.0,335.0,791.0,102.0,False,False,False,False,False,False,True,False
2024-02-21 15:00:00,15:00:00,587.0,216.0,271.0,100.0,False,False,False,False,False,False,True,False
2024-02-21 16:00:00,16:00:00,518.0,219.0,195.0,104.0,False,False,False,False,False,False,True,False
2024-02-21 17:00:00,17:00:00,609.0,218.0,278.0,113.0,False,False,False,False,False,False,True,False
2024-02-21 18:00:00,18:00:00,628.0,152.0,308.0,168.0,False,False,False,False,False,False,True,False
2024-02-21 19:00:00,19:00:00,493.0,118.0,192.0,183.0,False,False,False,False,False,False,True,False
2024-02-21 20:00:00,20:00:00,552.0,264.0,106.0,182.0,False,False,False,False,False,False,True,False
2024-02-21 21:00:00,21:00:00,733.0,121.0,428.0,184.0,False,False,False,False,False,False,True,False
2024-02-21 22:00:00,22:00:00,738.0,342.0,212.0,184.0,False,False,False,False,False,False,True,False
2024-02-21 23:00:00,23:00:00,620.0,240.0,195.0,185.0,False,False,False,False,False,False,True,False
2024-02-22 00:00:00,00:00:00,864.0,230.0,448.0,186.0,False,False,False,False,True,False,False,False
2024-02-22 01:00:00,01:00:00,800.0,287.0,322.0,191.0,False,False,False,False,True,False,False,False
2024-02-22 02:00:00,02:00:00,1593.0,397.0,1010.0,186.0,False,False,False,False,True,False,False,False
2024-02-22 03:00:00,03:00:00,726.0,196.0,347.0,183.0,False,False,False,False,True,False,False,False
2024-02-22 04:00:00,04:00:00,617.0,126.0,307.0,184.0,False,False,False,False,True,False,False,False
2024-02-22 05:00:00,05:00:00,695.0,122.0,390.0,183.0,False,False,False,False,True,False,False,False
2024-02-22 06:00:00,06:00:00,796.0,338.0,277.0,181.0,False,False,False,False,True,False,False,False
2024-02-22 07:00:00,07:00:00,763.0,342.0,284.0,137.0,False,False,False,False,True,False,False,False
2024-02-22 08:00:00,08:00:00,623.0,226.0,295.0,102.0,False,False,False,False,True,False,False,False
2024-02-22 09:00:00,09:00:00,1529.0,1080.0,344.0,105.0,False,False,False,False,True,False,False,False
2024-02-22 10:00:00,10:00:00,665.0,323.0,240.0,102.0,False,False,False,False,True,False,False,False
2024-02-22 11:00:00,11:00:00,617.0,300.0,214.0,103.0,False,False,False,False,True,False,False,False
2024-02-22 12:00:00,12:00:00,886.0,330.0,455.0,101.0,False,False,False,False,True,False,False,False
2024-02-22 13:00:00,13:00:00,946.0,408.0,437.0,101.0,False,False,False,False,True,False,False,False
2024-02-22 14:00:00,14:00:00,619.0,228.0,287.0,104.0,False,False,False,False,True,False,False,False
2024-02-22 15:00:00,15:00:00,936.0,83.0,751.0,102.0,False,False,False,False,True,False,False,False
2024-02-22 16:00:00,16:00:00,415.0,83.0,189.0,143.0,False,False,False,False,True,False,False,False
2024-02-22 17:00:00,17:00:00,606.0,208.0,211.0,187.0,False,False,False,False,True,False,False,False
2024-02-22 18:00:00,18:00:00,559.0,187.0,181.0,191.0,False,False,False,False,True,False,False,False
2024-02-22 19:00:00,19:00:00,994.0,424.0,383.0,187.0,False,False,False,False,True,False,False,False
2024-02-22 20:00:00,20:00:00,580.0,199.0,197.0,184.0,False,False,False,False,True,False,False,False
2024-02-22 21:00:00,21:00:00,712.0,116.0,411.0,185.0,False,False,False,False,True,False,False,False
2024-02-22 22:00:00,22:00:00,715.0,323.0,209.0,183.0,False,False,False,False,True,False,False,False
2024-02-22 23:00:00,23:00:00,992.0,464.0,345.0,183.0,False,False,False,False,True,False,False,False
2024-02-23 00:00:00,00:00:00,969.0,477.0,308.0,184.0,True,False,False,False,False,False,False,False
2024-02-23 01:00:00,01:00:00,651.0,264.0,202.0,185.0,True,False,False,False,False,False,False,False
2024-02-23 02:00:00,02:00:00,580.0,194.0,202.0,184.0,True,False,False,False,False,False,False,False
2024-02-23 03:00:00,03:00:00,551.0,128.0,238.0,185.0,True,False,False,False,False,False,False,False
2024-02-23 04:00:00,04:00:00,723.0,339.0,199.0,185.0,True,False,False,False,False,False,False,False
2024-02-23 05:00:00,05:00:00,682.0,86.0,412.0,184.0,True,False,False,False,False,False,False,False
2024-02-23 06:00:00,06:00:00,492.0,86.0,224.0,182.0,True,False,False,False,False,False,False,False
2024-02-23 07:00:00,07:00:00,661.0,147.0,395.0,119.0,True,False,False,False,False,False,False,False
2024-02-23 08:00:00,08:00:00,480.0,190.0,185.0,105.0,True,False,False,False,False,False,False,False
2024-02-23 09:00:00,09:00:00,1370.0,1071.0,195.0,104.0,True,False,False,False,False,False,False,False
2024-02-23 10:00:00,10:00:00,1372.0,305.0,940.0,127.0,True,False,False,False,False,False,False,False
2024-02-23 11:00:00,11:00:00,597.0,229.0,237.0,131.0,True,False,False,False,False,False,False,False
2024-02-23 12:00:00,12:00:00,625.0,203.0,318.0,104.0,True,False,False,False,False,False,False,False
2024-02-23 13:00:00,13:00:00,529.0,120.0,305.0,104.0,True,False,False,False,False,False,False,False
2024-02-23 14:00:00,14:00:00,524.0,199.0,224.0,101.0,True,False,False,False,False,False,False,False
2024-02-23 15:00:00,15:00:00,616.0,124.0,391.0,101.0,True,False,False,False,False,False,False,False
2024-02-23 16:00:00,16:00:00,488.0,193.0,191.0,104.0,True,False,False,False,False,False,False,False
2024-02-23 17:00:00,17:00:00,391.0,86.0,193.0,112.0,True,False,False,False,False,False,False,False
2024-02-23 18:00:00,18:00:00,600.0,87.0,356.0,157.0,True,False,False,False,False,False,False,False
2024-02-23 19:00:00,19:00:00,557.0,193.0,184.0,180.0,True,False,False,False,False,False,False,False
2024-02-23 20:00:00,20:00:00,730.0,82.0,467.0,181.0,True,False,False,False,False,False,False,False
2024-02-23 21:00:00,21:00:00,794.0,225.0,386.0,183.0,True,False,False,False,False,False,False,False
2024-02-23 22:00:00,22:00:00,891.0,335.0,374.0,182.0,True,False,False,False,False,False,False,False
2024-02-23 23:00:00,23:00:00,630.0,194.0,253.0,183.0,True,False,False,False,False,False,False,False
2024-02-24 00:00:00,00:00:00,732.0,241.0,306.0,185.0,False,False,True,False,False,False,False,True
2024-02-24 01:00:00,01:00:00,731.0,346.0,201.0,184.0,False,False,True,False,False,False,False,True
2024-02-24 02:00:00,02:00:00,631.0,245.0,202.0,184.0,False,False,True,False,False,False,False,True
2024-02-24 03:00:00,03:00:00,795.0,304.0,306.0,185.0,False,False,True,False,False,False,False,True
2024-02-24 04:00:00,04:00:00,694.0,234.0,277.0,183.0,False,False,True,False,False,False,False,True
2024-02-24 05:00:00,05:00:00,695.0,202.0,309.0,184.0,False,False,True,False,False,False,False,True
2024-02-24 06:00:00,06:00:00,609.0,124.0,303.0,182.0,False,False,True,False,False,False,False,True
2024-02-24 07:00:00,07:00:00,380.0,84.0,180.0,116.0,False,False,True,False,False,False,False,True
2024-02-24 08:00:00,08:00:00,501.0,116.0,282.0,103.0,False,False,True,False,False,False,False,True
2024-02-24 09:00:00,09:00:00,474.0,83.0,287.0,104.0,False,False,True,False,False,False,False,True
2024-02-24 10:00:00,10:00:00,514.0,120.0,289.0,105.0,False,False,True,False,False,False,False,True
2024-02-24 11:00:00,11:00:00,1339.0,850.0,386.0,103.0,False,False,True,False,False,False,False,True
2024-02-24 12:00:00,12:00:00,581.0,207.0,271.0,103.0,False,False,True,False,False,False,False,True
2024-02-24 13:00:00,13:00:00,565.0,85.0,377.0,103.0,False,False,True,False,False,False,False,True
2024-02-24 14:00:00,14:00:00,562.0,242.0,214.0,106.0,False,False,True,False,False,False,False,True
2024-02-24 15:00:00,15:00:00,594.0,194.0,296.0,104.0,False,False,True,False,False,False,False,True
2024-02-24 16:00:00,16:00:00,678.0,334.0,239.0,105.0,False,False,True,False,False,False,False,True
2024-02-24 17:00:00,17:00:00,840.0,194.0,540.0,106.0,False,False,True,False,False,False,False,True
2024-02-24 18:00:00,18:00:00,634.0,295.0,178.0,161.0,False,False,True,False,False,False,False,True
2024-02-24 19:00:00,19:00:00,588.0,97.0,312.0,179.0,False,False,True,False,False,False,False,True
2024-02-24 20:00:00,20:00:00,569.0,212.0,176.0,181.0,False,False,True,False,False,False,False,True
2024-02-24 21:00:00,21:00:00,1084.0,233.0,668.0,183.0,False,False,True,False,False,False,False,True
2024-02-24 22:00:00,22:00:00,562.0,191.0,187.0,184.0,False,False,True,False,False,False,False,True
2024-02-24 23:00:00,23:00:00,487.0,116.0,187.0,184.0,False,False,True,False,False,False,False,True
2024-02-25 00:00:00,00:00:00,562.0,91.0,288.0,183.0,False,False,False,True,False,False,False,False
2024-02-25 01:00:00,01:00:00,494.0,119.0,193.0,182.0,False,False,False,True,False,False,False,False
2024-02-25 02:00:00,02:00:00,631.0,202.0,245.0,184.0,False,False,False,True,False,False,False,False
2024-02-25 03:00:00,03:00:00,883.0,249.0,450.0,184.0,False,False,False,True,False,False,False,False
2024-02-25 04:00:00,04:00:00,659.0,218.0,257.0,184.0,False,False,False,True,False,False,False,False
2024-02-25 05:00:00,05:00:00,715.0,228.0,304.0,183.0,False,False,False,True,False,False,False,False
2024-02-25 06:00:00,06:00:00,565.0,193.0,190.0,182.0,False,False,False,True,False,False,False,False
2024-02-25 07:00:00,07:00:00,583.0,288.0,178.0,117.0,False,False,False,True,False,False,False,False
2024-02-25 08:00:00,08:00:00,574.0,192.0,278.0,104.0,False,False,False,True,False,False,False,False
2024-02-25 09:00:00,09:00:00,1348.0,820.0,424.0,104.0,False,False,False,True,False,False,False,False
2024-02-25 10:00:00,10:00:00,481.0,88.0,289.0,104.0,False,False,False,True,False,False,False,False
2024-02-25 11:00:00,11:00:00,406.0,91.0,213.0,102.0,False,False,False,True,False,False,False,False
2024-02-25 12:00:00,12:00:00,416.0,88.0,224.0,104.0,False,False,False,True,False,False,False,False
2024-02-25 13:00:00,13:00:00,658.0,85.0,443.0,130.0,False,False,False,True,False,False,False,False
2024-02-25 14:00:00,14:00:00,740.0,89.0,525.0,126.0,False,False,False,True,False,False,False,False
2024-02-25 15:00:00,15:00:00,610.0,208.0,270.0,132.0,False,False,False,True,False,False,False,False
2024-02-25 16:00:00,16:00:00,470.0,85.0,279.0,106.0,False,False,False,True,False,False,False,False
